model,fold-1_MAP@10,fold-1_nDCG@10,fold-2_MAP@10,fold-2_nDCG@10,fold-3_MAP@10,fold-3_nDCG@10,fold-4_MAP@10,fold-4_nDCG@10,fold-5_MAP@10,fold-5_nDCG@10,MAP@10_mean,MAP@10_std,nDCG@10_mean,nDCG@10_std
Node2Vec based model + cosine similarity;q=1.0;p=1.0;embedding_size=64,0.1011729774388841,0.17954680164772724,0.10279117628748997,0.18133449256459314,0.10192108021284788,0.17851554157983582,0.09431834438932479,0.1692545639027905,0.0961467573656068,0.1741799965609433,0.09927006713883071,0.0033859051874771,0.17656627925117802,0.004349126854853616
Node2Vec based model + cosine similarity;q=0.6;p=0.8;embedding_size=64,0.10041721889847806,0.18058476442641183,0.09971632584929811,0.17704369535020556,0.0974904677809225,0.17776605424503736,0.09907789260592499,0.1760198405000349,0.08978600808572909,0.1623474544507729,0.09729758264407055,0.003878476753429559,0.17475236179449252,0.006384946367607162
TransE based model + cosine similarity;embedding_dim=150;scoring_fct_norm=1;entity_initializer=None;relation_initializer=None;relation_constrainer=None;regularizer=None;epochs=25;seed=42;triples=ratings,0.0027222426616457826,0.007250896904847895,0.0030382391556834825,0.0072262848531884595,0.003280565053875916,0.008108540884532672,0.0035848103822653135,0.008039265297047451,0.003163495249637501,0.007758527865729072,0.003157870500621599,0.0002833536752964958,0.007676703161069111,0.00037651507912838083
TransH based model + cosine similarity;embedding_dim=150;scoring_fct_norm=2;entity_initializer=None;relation_initializer=None;relation_regularizer=None;epochs=25;seed=42;triples=ratings,0.0006537309161911494,0.0016894411230913623,0.0008587082765237591,0.002193562934482587,0.0005703307205604838,0.002097488177353107,0.0013395276809910956,0.002920738253734082,0.0009097211701930685,0.0025060491203107334,0.0008664037528919113,0.00026783235289354156,0.0022814559217943743,0.00041259540347581296
TransR based model + cosine similarity;embedding_dim=150;relation_dim=90;scoring_fct_norm=2;entity_initializer=None;entity_constrainer=None;relation_initializer=None;relation_constrainer=None;epochs=25;seed=42;triples=all,0.002427999124711744,0.0062291530839174965,0.00339750711171708,0.007346856119939931,0.0029150745958805343,0.007016225481873789,0.002997231059267114,0.007847416235020076,0.0025532747563500476,0.0066766364917192275,0.002858217329585304,0.0003439385734861156,0.0070232574824941035,0.0005540308806626501
TransD based model + cosine similarity;embedding_dim=150;relation_dim=None;entity_initializer=None;entity_constrainer=None;relation_initializer=None;relation_constrainer=None;epochs=25;seed=42;triples=ratings,0.0046260106493404484,0.011653201015967686,0.005149240855762595,0.01162226084239637,0.004365664994641665,0.010429297298066695,0.0046713581155332405,0.011622928722061254,0.0047022897765209536,0.011401943519887063,0.00470291287835978,0.00025292482781487353,0.011345926279675813,0.00046708789929334594
TuckER based model + cosine similarity;embedding_dim=200;relation_dim=None;dropout_0=0.3;dropout_1=0.4;dropout_2=0.5;apply_batch_normalization=True;relation_initializer=None;core_tensor_initializer=None;epochs=25;seed=42;triples=ratings,0.0027454851584402667,0.006668127885948558,0.003302137162158371,0.007837137636609114,0.003303567921807583,0.007875345016754338,0.002542786025686344,0.00696637437409165,0.003445732128128734,0.00778438745703847,0.00306794167924426,0.0003557694596063788,0.007426274474088427,0.0005069540709471231
RESCAL based model + cosine similarity;embedding_dim=50;entity_initializer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42;triples=ratings,0.00528358497870693,0.011940532055529827,0.004667611388846808,0.011317003171547258,0.004971973943341918,0.012476943520422149,0.005528863572057785,0.013115575593480902,0.005207449628844114,0.011282132372921968,0.005131896702359511,0.0002923820838269927,0.012026437342780421,0.000700548984023123
DistMult based model + cosine similarity;embedding_dim=50;entity_initializer=None;entity_constrainer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42;triples=all,0.004127573263310274,0.009975618889866552,0.0040137296818102755,0.009895972225578208,0.005626872611893821,0.01321291522957971,0.004038445353397633,0.00987283536123294,0.00493543346406549,0.011717675368962696,0.004548410874895498,0.00063810960020637,0.010935003415044022,0.0013363878985251036
ComplEx based model + cosine similarity;embedding_dim=100;entity_initializer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42,0.006520290002022568,0.013956188108162156,0.004708276991327539,0.011285330900243029,0.004428194100781588,0.01050934912063471,0.004899804743389049,0.011396568671679288,0.003499175209143396,0.00922234461502418,0.004811148209332828,0.0009805646473869823,0.011273956283148673,0.0015494040978778008
RotatE based model + cosine similarity;embedding_dim=200;entity_initializer=None;relation_initializer=None;relation_constrainer=None;regularizer=None;epochs=25;seed=42;triples=all,0.004496477806392971,0.010585931183717999,0.004037056674914575,0.009976422286964505,0.0037071137810609106,0.009255682359697629,0.0046672855937866286,0.011416793029572946,0.004235248447204969,0.010239236411874164,0.00422863646067201,0.0003384920934040675,0.01029481305436545,0.0007110334555507127
EPHEN based model + cosine similarity;embedding_model=sentence-transformers/all-mpnet-base-v2;embedding_model_kwargs=None;embed_with=movie_title;iterations=30;mi=0.5.,0.001999879367323694,0.0042765234896985785,0.0020026126392586018,0.004286818359286539,0.001219271731315361,0.0030115437709956378,0.0017399720581056744,0.003939644183744231,0.0016392297463347306,0.004034717353195496,0.0017201931084676121,0.000288393374996676,0.003909849431384097,0.00046903906496077144
"EPHEN based model + cosine similarity;embedding_model=deepwalk_based;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'walk_len': 10, 'p': 1.0, 'q': 1.0, 'n_walks': 50, 'embedding_size': 64, 'epochs': 1}};embed_with=graph;iterations=30;mi=0.5.",0.0990457212204233,0.17827850156557606,0.10455155604129245,0.18536776108026365,0.09654063941864402,0.1719628096582154,0.10007692487269446,0.17676808825603177,0.09210986617654798,0.16833931721618917,0.09846494154592043,0.004100551009774923,0.17614329555525518,0.005803770758730637
"Entity2Rec;embedding_model=deepwalk_based;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'walk_len': 10, 'p': 1.0, 'q': 1.0, 'n_walks': 50, 'embedding_size': 64, 'epochs': 1}};run_all=False;workers=16;iterations=1;collab_only=False;content_only=False",0.007479367704428302,0.016813326086597895,0.007179823443457741,0.016092265011210326,0.006814217262255439,0.015675807103175995,0.0062523276562500415,0.015534946961232783,0.006909646826799531,0.015031964282872455,0.006927076578638211,0.0004092025403416085,0.01582966188901789,0.0005972278138234898
