item_id,URI
13500,http://dbpedia.org/resource/Prince_of_Persia:_Warrior_Within
22364,
113020,http://dbpedia.org/resource/Monaco:_What's_Yours_Is_Mine
226560,http://dbpedia.org/resource/Escape_Dead_Island
249050,http://dbpedia.org/resource/Dungeon_of_the_Endless
250180,http://dbpedia.org/resource/Metal_Slug_3
253980,http://dbpedia.org/resource/Enclave_(video_game)
271850,
282900,
19810,http://dbpedia.org/resource/The_Sum_of_All_Fears_(video_game)
15270,http://dbpedia.org/resource/Cold_Fear
21130,
22130,
29180,http://dbpedia.org/resource/Osmos
32750,
241620,http://dbpedia.org/resource/Inquisitor_(video_game)
244910,
245950,
250460,
278890,
305181,
312200,
321290,
329640,
367670,
371970,
380810,
392330,
437000,
445420,
458790,
462280,
1872790,
222660,
237850,
268220,
274270,
281450,
296870,
330180,
351920,
397210,
402130,
402710,
410970,
415200,
410770,
254820,
284180,
286380,
288220,
302690,
320388,
339350,
342310,
346500,
393831,
408520,
414870,
419990,
434041,
446600,
451640,
479010,
494150,
1198740,
35000,
37400,
39690,
65400,
208805,
222420,
274480,
314000,
326410,
355920,
406600,
433550,
436550,
438450,
439500,
910320,
284750,
298930,
302350,
308270,
317030,
325990,
376980,
382400,
388290,
402260,
429300,
435300,
450500,
466546,
558240,
563190,
574310,
929103,
939060,
520720,
527420,
529590,
545600,
555530,
555580,
610070,
657280,
727980,
739210,
765410,
765770,
769750,
829960,
864610,
884420,
412790,
367120,
395620,
401628,
457570,
467760,
480520,
522120,
542770,
581270,
583270,
589530,
620220,
622680,
640900,
654220,
684450,
686710,
696370,
416420,
460120,
460430,
491492,
498310,
537770,
550400,
568040,
584096,
588730,
623280,
673130,
699180,
711681,
732400,
755790,
758580,
758980,
316447,
319017,
528050,
566530,
567340,
570770,
573320,
580640,
599610,
603330,
605990,
665270,
672630,
716710,
727910,
728300,
734740,
746820,
779280,
815450,
448240,
453400,
453990,
463720,
465720,
470210,
493080,
497780,
525480,
530595,
544390,
554820,
566540,
582500,
708760,
720750,
756440,
758480,
826540,
575940,
589860,
604240,
605920,
613230,
617160,
645500,
684050,
704300,
736580,
744680,
749840,
786990,
