model,fold-1_MAP@10,fold-1_nDCG@10,fold-2_MAP@10,fold-2_nDCG@10,fold-3_MAP@10,fold-3_nDCG@10,fold-4_MAP@10,fold-4_nDCG@10,fold-5_MAP@10,fold-5_nDCG@10,MAP@10_mean,MAP@10_std,nDCG@10_mean,nDCG@10_std
Node2Vec based model + cosine similarity;q=1.0;p=1.0;embedding_size=64,0.01695060992872589,0.03925723866361673,0.016681576027851572,0.03844185891124783,0.016775228915169423,0.03844667800156074,0.016858418162107293,0.03820082540714443,0.017175918195108938,0.0386775936562933,0.016888350245792626,0.00016912689666270344,0.038604838927972604,0.0003593669308850185
Node2Vec based model + cosine similarity;q=0.6;p=0.8;embedding_size=64,0.01704460259342982,0.03944986451326603,0.01708327426291414,0.03919774938673768,0.017094731040490144,0.03865666042770488,0.016314886164725644,0.037281679015626415,0.01687268768034998,0.03803904907505758,0.016882036348381948,0.00029458793007880815,0.03852500048367852,0.0007883268288106263
TransE based model + cosine similarity;embedding_dim=150;scoring_fct_norm=1;entity_initializer=None;relation_initializer=None;relation_constrainer=None;regularizer=None;epochs=25;seed=42;triples=ratings,1.746251638228038e-05,6.170084758116904e-05,2.1306992659133883e-05,4.7554680477596626e-05,1.3484816194440901e-05,3.632963222245557e-05,1.4439622196109503e-05,3.992197609765823e-05,1.5623673086729015e-05,3.9747576903763805e-05,1.6463524103738735e-05,2.76157211352803e-06,4.505094265652865e-05,9.09924479320446e-06
TransH based model + cosine similarity;embedding_dim=150;scoring_fct_norm=2;entity_initializer=None;regularizer=None;relation_initializer=None;relation_regularizer=None;epochs=25;seed=42;triples=ratings,9.69715715435175e-05,0.0002697026862439996,0.00010020321263389515,0.00024476125844986174,0.00011293550449650447,0.000310116228082648,9.111652985340007e-05,0.0002396277307457171,8.786530749061431e-05,0.00023149080569664007,9.781842520358631e-05,8.705290483962392e-06,0.0002591397418437733,2.8502985722665492e-05
TransR based model + cosine similarity;embedding_dim=150;relation_dim=90;scoring_fct_norm=2;entity_initializer=None;entity_constrainer=None;relation_initializer=None;relation_constrainer=None;epochs=25;seed=42;triples=all,7.108046420780634e-07,2.5669329893581243e-06,6.509474090609635e-06,8.751937518593213e-06,3.6363269057888302e-06,9.945552362942724e-06,3.1649511957791673e-06,1.1826843147638325e-05,1.1587986204404219e-06,2.7902279576961006e-06,3.0360710909392236e-06,2.0674845348633588e-06,7.1762987952456965e-06,3.801653219502654e-06
TransD based model + cosine similarity;embedding_dim=150;relation_dim=None;entity_initializer=None;entity_constrainer=None;relation_initializer=None;relation_constrainer=None;epochs=25;seed=42;triples=ratings,1.2106515073235949e-05,2.42349761413426e-05,1.1981422808922867e-05,3.109445598358496e-05,8.397782738445963e-06,2.743167638072059e-05,1.761075656092429e-05,3.263792814943922e-05,1.502946534646551e-05,2.6314652816641042e-05,1.3025188505598915e-05,3.1109757917290937e-06,2.8342737894345684e-05,3.093136936947642e-06
TuckER based model + cosine similarity;embedding_dim=200;relation_dim=None;dropout_0=0.3;dropout_1=0.4;dropout_2=0.5;apply_batch_normalization=True;relation_initializer=None;core_tensor_initializer=None;epochs=25;seed=42;triples=ratings,5.499383283446071e-06,9.03105325445408e-06,9.581833629065475e-06,2.4059088390823023e-05,9.142257074096146e-06,2.1470309467392074e-05,6.663793519481846e-06,1.4996996948246804e-05,6.808760255695135e-06,1.6205478380107498e-05,7.539205552356934e-06,1.5622339830237296e-06,1.7152585288204696e-05,5.250626293233621e-06
RESCAL based model + cosine similarity;embedding_dim=50;entity_initializer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42;triples=ratings,6.06405210272848e-05,0.00016062764014508155,6.817021800877184e-05,0.0001872135338165498,5.831321480069135e-05,0.0001580445914574066,7.871007912253288e-05,0.00019784549112300429,5.491612754628616e-05,0.00013996691070475466,6.415003210111341e-05,8.483006088664237e-06,0.00016873963344935937,2.0959455519700546e-05
DistMult based model + cosine similarity;embedding_dim=50;entity_initializer=None;entity_constrainer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42;triples=all,3.086388577444223e-06,1.0457197916570589e-05,9.452454713950389e-06,2.100580208313275e-05,3.4401875797417256e-06,1.3936103124981417e-05,4.425694166201838e-06,1.4031449103044648e-05,7.70848928948342e-06,2.0227154573195204e-05,5.622642865364319e-06,2.5158138713244472e-06,1.5931541360184925e-05,4.043784742911998e-06
ComplEx based model + cosine similarity;embedding_dim=100;entity_initializer=None;relation_initializer=None;regularizer=None;epochs=25;seed=42,1.8268614570672126e-05,5.888771857916119e-05,2.711813236454402e-05,8.462822244062973e-05,1.8425739807342012e-05,4.9218482283364546e-05,2.298034525402599e-05,6.375938412224993e-05,2.9542617521526823e-05,7.828060178517921e-05,2.3267089903622198e-05,4.532514176962738e-06,6.695488184211692e-05,1.2887894306179652e-05
